"","t","spec","gif"
"411",11,7.41727823214942,0.00287822235972696
"412",12,7.41727823214942,0.00289101445910352
"413",13,7.41727823214942,0.00290392077365309
"414",14,7.41727823214942,0.00291694283990266
"415",15,7.41727823214942,0.00293008222206438
"416",16,7.41727823214942,0.00294334051266196
"417",17,7.41727823214942,0.00295671933317406
"418",18,7.41727823214942,0.0029702203346954
"419",19,7.41727823214942,0.00298384519861602
"420",20,7.41727823214942,0.00299759563731932
"421",21,7.41727823214942,0.0030114733948995
"422",22,7.41727823214942,0.00302548024789904
"423",23,7.41727823214942,0.00303961800606679
"424",24,7.41727823214942,0.00305388851313752
"425",25,7.41727823214942,0.00306829364763346
"426",26,7.41727823214942,0.00308283532368859
"427",27,7.41727823214942,0.00309751549189663
"428",28,7.41727823214942,0.00311233614018322
"429",29,7.41727823214942,0.00312729929470333
"430",30,7.41727823214942,0.0031424070207647
"431",31,7.41727823214942,0.00315766142377812
"432",32,7.41727823214942,0.00317306465023557
"433",33,7.41727823214942,0.00318861888871712
"434",34,7.41727823214942,0.00320432637092755
"435",35,7.41727823214942,0.00322018937276383
"436",36,7.41727823214942,0.00323621021541439
"437",37,7.41727823214942,0.00325239126649146
"438",38,7.41727823214942,0.00326873494119745
"439",39,7.41727823214942,0.00328524370352673
"440",40,7.41727823214942,0.00330192006750402
"441",41,7.41727823214942,0.00331876659846068
"442",42,7.41727823214942,0.00333578591435022
"443",43,7.41727823214942,0.0033529806871046
"444",44,7.41727823214942,0.0033703536440326
"445",45,7.41727823214942,0.00338790756926194
"446",46,7.41727823214942,0.00340564530522666
"447",47,7.41727823214942,0.00342356975420154
"448",48,7.41727823214942,0.00344168387988515
"449",49,7.41727823214942,0.00345999070903347
"450",50,7.41727823214942,0.00347849333314595
"451",51,7.41727823214942,0.00349719491020587
"452",52,7.41727823214942,0.00351609866647726
"453",53,7.41727823214942,0.00353520789836029
"454",54,7.41727823214942,0.00355452597430761
"455",55,7.41727823214942,0.00357405633680381
"456",56,7.41727823214942,0.00359380250441046
"457",57,7.41727823214942,0.0036137680738794
"458",58,7.41727823214942,0.00363395672233683
"459",59,7.41727823214942,0.00365437220954097
"460",60,7.41727823214942,0.00367501838021634
"461",61,7.41727823214942,0.00369589916646757
"462",62,7.41727823214942,0.00371701859027596
"463",63,7.41727823214942,0.00373838076608214
"464",64,7.41727823214942,0.00375998990345834
"465",65,7.41727823214942,0.00378185030987379
"466",66,7.41727823214942,0.00380396639355727
"467",67,7.41727823214942,0.00382634266646055
"468",68,7.41727823214942,0.00384898374732718
"469",69,7.41727823214942,0.00387189436487079
"470",70,7.41727823214942,0.00389507936106762
"471",71,7.41727823214942,0.00391854369456803
"472",72,7.41727823214942,0.00394229244423208
"473",73,7.41727823214942,0.00396633081279447
"474",74,7.41727823214942,0.00399066413066437
"475",75,7.41727823214942,0.004015297859866
"476",76,7.41727823214942,0.00404023759812604
"477",77,7.41727823214942,0.00406548908311433
"478",78,7.41727823214942,0.00409105819684461
"479",79,7.41727823214942,0.00411695097024236
"480",80,7.41727823214942,0.00414317358788721
"481",81,7.41727823214942,0.00416973239293777
"482",82,7.41727823214942,0.00419663389224705
"483",83,7.41727823214942,0.00422388476167723
"484",84,7.41727823214942,0.00425149185162283
"485",85,7.41727823214942,0.00427946219275193
"486",86,7.41727823214942,0.00430780300197545
"487",87,7.41727823214942,0.00433652168865529
"488",88,7.41727823214942,0.00436562586106237
"489",89,7.41727823214942,0.00439512333309657
"490",90,7.41727823214942,0.0044250221312809
"491",91,7.41727823214942,0.0044553305020431
"492",92,7.41727823214942,0.00448605691929857
"493",93,7.41727823214942,0.00451721009234926
"494",94,7.41727823214942,0.00454879897411394
"495",95,7.41727823214942,0.00458083276970629
"496",96,7.41727823214942,0.00461332094537796
"497",97,7.41727823214942,0.00464627323784495
"498",98,7.41727823214942,0.0046796996640165
"499",99,7.41727823214942,0.00471361053114705
"500",100,7.41727823214942,0.00474801644743279
"501",101,7.41727823214942,0.00478292833307568
"502",102,7.41727823214942,0.00481835743183921
"503",103,7.41727823214942,0.00485431532312159
"504",104,7.41727823214942,0.00489081393457363
"505",105,7.41727823214942,0.0049278655552901
"506",106,7.41727823214942,0.00496548284960529
"507",107,7.41727823214942,0.00500367887152533
"508",108,7.41727823214942,0.00504246707983173
"509",109,7.41727823214942,0.00508186135389291
"510",110,7.41727823214942,0.00512187601022278
"511",111,7.41727823214942,0.00516252581982772
"512",112,7.41727823214942,0.00520382602638634
"513",113,7.41727823214942,0.00524579236530881
"514",114,7.41727823214942,0.00528844108372596
"515",115,7.41727823214942,0.00533178896146142
"516",116,7.41727823214942,0.00537585333304374
"517",117,7.41727823214942,0.00542065211081911
"518",118,7.41727823214942,0.00546620380922935
"519",119,7.41727823214942,0.00551252757032451
"520",120,7.41727823214942,0.0055596431905837
"521",121,7.41727823214942,0.00560757114912321
"522",122,7.41727823214942,0.00565633263737646
"523",123,7.41727823214942,0.0057059495903359
"524",124,7.41727823214942,0.00575644471945392
"525",125,7.41727823214942,0.00580784154730619
"526",126,7.41727823214942,0.00586016444412876
"527",127,7.41727823214942,0.00591343866634812
"528",128,7.41727823214942,0.00596769039723204
"529",129,7.41727823214942,0.00602294678979901
"530",130,7.41727823214942,0.00607923601213358
"531",131,7.41727823214942,0.00613658729526691
"532",132,7.41727823214942,0.00619503098379326
"533",133,7.41727823214942,0.00625459858940666
"534",134,7.41727823214942,0.00631532284755624
"535",135,7.41727823214942,0.00637723777743424
"536",136,7.41727823214942,0.00644037874552765
"537",137,7.41727823214942,0.00650478253298293
"538",138,7.41727823214942,0.00657048740705346
"539",139,7.41727823214942,0.00663753319692136
"540",140,7.41727823214942,0.0067059613742092
"541",141,7.41727823214942,0.00677581513852388
"542",142,7.41727823214942,0.00684713950840308
"543",143,7.41727823214942,0.00691998141806694
"544",144,7.41727823214942,0.00699438982041175
"545",145,7.41727823214942,0.00707041579672057
"546",146,7.41727823214942,0.00714811267360761
"547",147,7.41727823214942,0.00722753614775881
"548",148,7.41727823214942,0.00730874441908194
"549",149,7.41727823214942,0.00739179833293515
"550",150,7.41727823214942,0.00747676153216428
"551",151,7.41727823214942,0.00756370061974759
"552",152,7.41727823214942,0.00765268533292109
"553",153,7.41727823214942,0.00774378872974158
"554",154,7.41727823214942,0.00783708738913606
"555",155,7.41727823214942,0.00793266162558894
"556",156,7.41727823214942,0.00803059571973201
"557",157,7.41727823214942,0.00813097816622866
"558",158,7.41727823214942,0.00823390194048472
"559",159,7.41727823214942,0.00833946478587555
"560",160,7.41727823214942,0.00844776952335445
"561",161,7.41727823214942,0.00855892438550385
"562",162,7.41727823214942,0.00867304337731057
"563",163,7.41727823214942,0.00879024666619315
"564",164,7.41727823214942,0.0089106610040862
"565",165,7.41727823214942,0.00903442018469851
"566",166,7.41727823214942,0.00916166553941257
"567",167,7.41727823214942,0.0092925464756899
"568",168,7.41727823214942,0.0094272210622941
"569",169,7.41727823214942,0.00956585666615136
"570",170,7.41727823214942,0.00970863064624317
"571",171,7.41727823214942,0.00985573111058019
"572",172,7.41727823214942,0.0100073577430507
"573",173,7.41727823214942,0.0101637227077858
"574",174,7.41727823214942,0.0103250516396554
"575",175,7.41727823214942,0.0104915847306176
"576",176,7.41727823214942,0.0106635779229228
"577",177,7.41727823214942,0.0108413042216382
"578",178,7.41727823214942,0.011025055140649
"579",179,7.41727823214942,0.0112151422982464
"580",180,7.41727823214942,0.0114118991806718
"581",181,7.41727823214942,0.0116156830946124
"582",182,7.41727823214942,0.0118268773326962
"583",183,7.41727823214942,0.012045893579598
"584",184,7.41727823214942,0.0122731745905338
"585",185,7.41727823214942,0.0125091971788133
"586",186,7.41727823214942,0.0127544755548685
"587",187,7.41727823214942,0.0130095650659659
"588",188,7.41727823214942,0.0132750663938427
"589",189,7.41727823214942,0.0135516302770478
"590",190,7.41727823214942,0.0138399628361339
"591",191,7.41727823214942,0.0141408315934411
"592",192,7.41727823214942,0.0144550722955176
"593",193,7.41727823214942,0.0147835966658703
"594",194,7.41727823214942,0.0151274012394952
"595",195,7.41727823214942,0.0154875774594832
"596",196,7.41727823214942,0.0158653232511779
"597",197,7.41727823214942,0.0162619563324573
"598",198,7.41727823214942,0.0166789295717511
"599",199,7.41727823214942,0.0171178487710077
"600",200,7.41727823214942,0.0175804933323863
"601",1,7.86352535690677,0.00492531946210915
"602",2,7.86352535690677,0.00494627826833089
"603",3,7.86352535690677,0.00496741620964855
"604",4,7.86352535690677,0.00498873559252258
"605",5,7.86352535690677,0.00501023876318
"606",6,7.86352535690677,0.00503192810847515
"607",7,7.86352535690677,0.00505380605677287
"608",8,7.86352535690677,0.00507587507885485
"609",9,7.86352535690677,0.00509813768884983
"610",10,7.86352535690677,0.00512059644518837
"611",11,7.86352535690677,0.00514325395158301
"612",12,7.86352535690677,0.00516611285803449
"613",13,7.86352535690677,0.005189175861865
"614",14,7.86352535690677,0.00521244570877919
"615",15,7.86352535690677,0.00523592519395387
"616",16,7.86352535690677,0.00525961716315729
"617",17,7.86352535690677,0.00528352451389891
"618",18,7.86352535690677,0.00530765019661078
"619",19,7.86352535690677,0.00533199721586129
"620",20,7.86352535690677,0.00535656863160258
"621",21,7.86352535690677,0.00538136756045259
"622",22,7.86352535690677,0.00540639717701284
"623",23,7.86352535690677,0.00543166071522318
"624",24,7.86352535690677,0.00545716146975474
"625",25,7.86352535690677,0.00548290279744227
"626",26,7.86352535690677,0.00550888811875716
"627",27,7.86352535690677,0.00553512091932267
"628",28,7.86352535690677,0.00556160475147254
"629",29,7.86352535690677,0.00558834323585462
"630",30,7.86352535690677,0.00561534006308097
"631",31,7.86352535690677,0.00564259899542602
"632",32,7.86352535690677,0.00567012386857444
"633",33,7.86352535690677,0.00569791859342039
"634",34,7.86352535690677,0.00572598715792
"635",35,7.86352535690677,0.00575433362899881
"636",36,7.86352535690677,0.00578296215451622
"637",37,7.86352535690677,0.0058118769652888
"638",38,7.86352535690677,0.00584108237717467
"639",39,7.86352535690677,0.00587058279322101
"640",40,7.86352535690677,0.00590038270587696
"641",41,7.86352535690677,0.00593048669927429
"642",42,7.86352535690677,0.00596089945157826
"643",43,7.86352535690677,0.00599162573741114
"644",44,7.86352535690677,0.00602267043035109
"645",45,7.86352535690677,0.00605403850550917
"646",46,7.86352535690677,0.00608573504218723
"647",47,7.86352535690677,0.00611776522661979
"648",48,7.86352535690677,0.00615013435480296
"649",49,7.86352535690677,0.00618284783541362
"650",50,7.86352535690677,0.00621591119282225
"651",51,7.86352535690677,0.00624933007020301
"652",52,7.86352535690677,0.00628311023274465
"653",53,7.86352535690677,0.00631725757096609
"654",54,7.86352535690677,0.00635177810414077
"655",55,7.86352535690677,0.00638667798383385
"656",56,7.86352535690677,0.00642196349755669
"657",57,7.86352535690677,0.00645764107254311
"658",58,7.86352535690677,0.00649371727965229
"659",59,7.86352535690677,0.00653019883740315
"660",60,7.86352535690677,0.00656709261614554
"661",61,7.86352535690677,0.00660440564237364
"662",62,7.86352535690677,0.0066421451031872
"663",63,7.86352535690677,0.00668031835090667
"664",64,7.86352535690677,0.00671893290784832
"665",65,7.86352535690677,0.00675799647126605
"666",66,7.86352535690677,0.00679751691846643
"667",67,7.86352535690677,0.00683750231210447
"668",68,7.86352535690677,0.00687796090566722
"669",69,7.86352535690677,0.00691890114915333
"670",70,7.86352535690677,0.00696033169495665
"671",71,7.86352535690677,0.00700226140396241
"672",72,7.86352535690677,0.00704469935186521
"673",73,7.86352535690677,0.00708765483571805
"674",74,7.86352535690677,0.00713113738072246
"675",75,7.86352535690677,0.00717515674727012
"676",76,7.86352535690677,0.00721972293824696
"677",77,7.86352535690677,0.007264846206611
"678",78,7.86352535690677,0.00731053706325635
"679",79,7.86352535690677,0.0073568062851757
"680",80,7.86352535690677,0.00740366492393478
"681",81,7.86352535690677,0.00745112431447282
"682",82,7.86352535690677,0.00749919608424361
"683",83,7.86352535690677,0.00754789216271273
"684",84,7.86352535690677,0.00759722479122719
"685",85,7.86352535690677,0.00764720653327474
"686",86,7.86352535690677,0.00769785028515073
"687",87,7.86352535690677,0.00774916928705173
"688",88,7.86352535690677,0.00780117713461584
"689",89,7.86352535690677,0.00785388779093081
"690",90,7.86352535690677,0.00790731559903238
"691",91,7.86352535690677,0.00796147529491617
"692",92,7.86352535690677,0.008016382021088
"693",93,7.86352535690677,0.00807205134067889
"694",94,7.86352535690677,0.00812849925215217
"695",95,7.86352535690677,0.00818574220463211
"696",96,7.86352535690677,0.00824379711388482
"697",97,7.86352535690677,0.008302681378984
"698",98,7.86352535690677,0.00836241289969612
"699",99,7.86352535690677,0.00842301009462145
